id,year,name
0088680,1985,After Hours
0088683,1985,Agnes of God
0088707,1985,American Flyers
0088708,1985,American Ninja
0088763,1985,Back to the Future
0088782,1984,Before Stonewall
0088794,1985,Better Off Dead...
0088814,1985,The Black Cauldron
0088846,1985,Brazil
0088847,1985,The Breakfast Club
0088850,1985,Brewsters Millions
0088856,1985,Broken Down Film
0088870,1985,El caballero del dragўn
0088889,1985,Cats Eye
0088930,1985,Clue
0088933,1985,Cocoon
0088939,1985,The Color Purple
0088944,1985,Commando
0088961,1985,Creature
0088967,1985,Crimewave
0088979,1985,D.A.R.Y.L.
0088987,1985,Dance with a Stranger
0088993,1985,Day of the Dead
0089013,1985,DЉmoni
0089015,1985,Desert Hearts
0089017,1985,Desperately Seeking Susan
0089048,1985,Do¤a Herlinda y su hijo
0089066,1985,D‚tective
0089092,1985,Enemy Mine
0089114,1985,Explorers
0089118,1986,F/X
0089126,1985,Fandango
0089155,1985,Fletch
0089173,1985,Friday the 13th A New Beginning
0089175,1985,Fright Night
0089200,1985,Ghoulies
0089208,1985,Girls Just Want to Have Fun
0089218,1985,The Goonies
0089222,1985,Gotcha
0089265,1985,The Heavenly Kid
0089276,1985,La historia oficial
0089280,1988,Hobgoblins
0089283,1985,The Holcroft Covenant
0089308,1985,Howling II Stirba - Werewolf Bitch
0089338,1985,Inferno in diretta
0089343,1985,Insignificance
0089346,1985,Into the Night
0089360,1985,Jagged Edge
0089370,1985,The Jewel of the Nile
0089393,1985,Just One of the Guys
0089421,1985,King Solomons Mines
0089424,1985,Kiss of the Spider Woman
0089444,1985,Krush Groove
0089457,1985,Ladyhawke
0089461,1985,The Last Dragon
0089469,1985,Legend
0089470,1985,The Legend of Billie Jean
0089473,1985,Harimu Ogen
0089489,1985,Lifeforce
0089504,1985,Lost in America
0089523,1985,Lust in the Dust
0089530,1985,Mad Max Beyond Thunderdome
0089537,1986,Mala Noche
0089543,1985,The Man with One Red Shoe
0089552,1985,Mard
0089560,1985,Mask
0089562,1985,Nudo e selvaggio
0089599,1987,Mirch Masala
0089604,1985,Missing in   2 The Beginning
0089646,1985,Muthal Mariyathai
0089670,1985,European Vacation
0089686,1985,A Nightmare on Elm Street Part 2 Freddys Revenge
0089695,1986,No Retreat No Surrender
0089730,1985,Once Bitten
0089731,1985,One Magic Christmas
0089733,1985,Opasno dlya zhizni
0089740,1985,Orions belte
0089748,1985,Otac na sluzbenom putu
0089755,1985,Out of Africa
0089767,1985,Pale Rider
0089791,1985,Pee-wees Big
0089822,1985,Police Academy 2 Their First Assignment
0089826,1985,Porkys Revenge
0089841,1985,Prizzis Honor
0089853,1985,The Purple Rose of Cairo
0089869,1985,The Quiet Earth
0089880,1985,Rambo First Blood Part II
0089881,1985,Ran
0089885,1985,Re-Animator
0089886,1985,Real Genius
0089893,1985,Red Sonja
0089901,1985,Remo Williams The   Begins
0089904,1985,Restless Natives
0089907,1985,The Return of the Living Dead
0089908,1985,Return to Oz
0089927,1985,Rocky IV
0089941,1985,Runaway Train
0089945,1985,Rustlers Rhapsody
0089961,1985,Santa Claus
0090021,1985,Silver Bullet
0090022,1985,Silverado
0090055,1986,Speriamo che sia femmina
0090056,1985,Spies Like Us
0090060,1985,St. Elmos Fire
0090073,1985,Stick
0090094,1985,The Stuff
0090095,1985,Subway
0090098,1985,Summer Rental
0090103,1985,The Sure Thing
0090130,1985,Target
0090142,1985,Teen Wolf
0090180,1985,To Live and Die in L.A.
0090190,1984,The Toxic Avenger
0090192,1985,Trancers
0090197,1987,Tras el cristal
0090203,1985,The Trip to Bountiful
0090213,1985,Tuff Turf
0090217,1985,Turk 182
0090233,1985,Underworld
0090246,1985,Vabank II czyli riposta
0090247,1984,Vacanze in America
0090251,1983,Variety
0090257,1985,Vesnicko m  strediskov
0090264,1985,A View to a Kill
0090270,1985,Vision Quest
0090305,1985,Weird Science
0090315,1986,When the Wind Blows
0090319,1985,White Nights
0090329,1985,Witness
0090350,1985,Year of the Dragon
0090357,1985,Young Sherlock Holmes
0090366,1986,A Zed &amp; Two Noughts
0090555,1986,Crocodile Dundee
0090557,1986,Round Midnight
0090563,1986,37ш2 le matin
0090567,1986,52 Pick-Up
0090570,1987,84 Charing Cross Road
0090579,1986,Abel
0090583,1986,About Last Night...
0090605,1986,Aliens
0090633,1986,An American Tail
0090655,1986,April Fools Day
0090670,1986,At Close Range
0090685,1986,Back to School
0090713,1986,The Best of Times
0090727,1986,Big Trouble
0090728,1986,Big Trouble in Little China
0090735,1986,Black Moon Rising
0090738,1987,Black Widow
0090750,1986,Blood Hook
0090753,1986,Blue City
0090756,1986,Blue Velvet
0090771,1986,Breeders
0090774,1986,Brighton Beach Memoirs
0090793,1986,Captain EO
0090798,1986,Caravaggio
0090807,1986,Cassandra
0090812,1986,Chameli Ki Shaadi
0090830,1986,Children of a Lesser God
0090837,1986,Chopping Mall
0090848,1986,The Clan of the Cave Bear
0090849,1986,Class of Nuke Em High
0090852,1986,Clockwise
0090859,1986,Cobra
0090863,1986,The Color of Money
0090881,1986,Crawlspace
0090886,1986,Crimes of the Heart
0090887,1986,Critters
0090888,1986,Crossroads
0090917,1986,Deadly Friend
0090927,1986,The Delta Force
0090930,1986,DЉmoni 2... lincubo ritorna
0090966,1986,Down and Out in Beverly Hills
0090967,1986,Down by Law
0090982,1983,Duvar
0091019,1986,Every Time We Say Goodbye
0091024,1986,Extremities
0091042,1986,Ferris Buellers Day Off
0091055,1986,Firewalker
0091059,1986,Flight of the Navigator
0091064,1986,The Fly
0091080,1986,Jason Lives Friday the 13th Part VI
0091083,1986,From Beyond
0091129,1986,The Golden Child
0091149,1986,The Great Mouse Detective
0091159,1986,Gung Ho
0091165,1986,Hamburger The Motion Picture
0091167,1986,Hannah and Her Sisters
0091187,1986,Heartbreak Ridge
0091188,1986,Heartburn
0091203,1986,Highlander
0091209,1986,The Hitcher
0091213,1986,Hollywood Vice Squad
0091214,1986,Hombre mirando al sudeste
0091217,1986,Hoosiers
0091223,1986,House
0091225,1986,Howard the Duck
0091251,1985,Idi i smotri
0091276,1986,Invaders from Mars
0091278,1986,Iron Eagle
0091306,1986,Jumpin Jack Flash
0091326,1986,The Karate Kid Part II
0091327,1984,Karins ansikte
0091338,1986,Killer Party
0091339,1987,Killer Workout
0091355,1986,Kong bu fen zi
0091369,1986,Labyrinth
0091374,1986,Lady Jane
0091419,1986,Little Shop of  s
0091431,1986,Long xiong hu di
0091445,1986,Lucas
0091462,1987,The Majorettes
0091474,1986,Manhunter
0091480,1986,Manon des sources
0091495,1986,Matador
0091497,1986,Mauvais sang
0091498,1986,Max mon amour
0091499,1986,Maximum Overdrive
0091530,1986,The Mission
0091538,1986,Mona Lisa
0091541,1986,The Money Pit
0091554,1986,The Morning After
0091557,1986,The Mosquito Coast
0091578,1985,My Beautiful Laundrette
0091579,1986,My Chauffeur
0091605,1986,Der Name der Rose
0091630,1986,Night of the Creeps
0091635,1986,Nine 1/2 Weeks
0091637,1986,No Mercy
0091642,1986,Nobodys Fool
0091653,1986,Nothing in Common
0091670,1986,Offret
0091680,1986,One Crazy Summer
0091738,1986,Peggy Sue Got Married
0091763,1986,Platoon
0091777,1986,Police Academy 3 Back in Training
0091778,1986,Poltergeist II The Other Side
0091790,1986,Pretty in Pink
0091799,1986,Psycho III
0091814,1986,Quicksilver
0091817,1986,Rad
0091819,1986,Il ragazzo del pony express
0091828,1986,Raw Deal
0091829,1986,Rawhead Rex
0091837,1986,Regalo di Natale
0091859,1987,Rita Sue and Bob Too
0091860,1986,Rivers Edge
0091867,1985,A Room with a View
0091875,1986,Running Scared
0091877,1986,Ruthless People
0091886,1986,Salvador
0091934,1986,Shanghai Surprise
0091939,1986,Shes Gotta Have It
0091949,1986,Circuit
0091954,1986,Sid and Nancy
0091969,1986,Slaughter High
0091983,1986,Something Wild
0091993,1986,SpaceCamp
0092005,1986,Stand by Me
0092007,1986,Star Trek IV The Voyage Home
0092022,1986,Streets of Gold
0092030,1986,The Supernaturals
0092048,1985,Tampopo
0092067,1986,Tenk– no shiro Rapyuta
0092068,1986,Tenue de soir‚e
0092074,1986,TerrorVision
0092076,1986,The Texas Chainsaw Massacre 2
0092085,1986,Thrashin
0092086,1986,­Three Amigos
0092090,1986,Th‚rЉse
0092099,1986,Top Gun
0092105,1986,Tough Guys
0092106,1986,The Transformers The Movie
0092112,1986,Trick or Treat
0092115,1986,Troll
0092147,1986,Vamp
0092214,1986,Wildcats
0092226,1986,Wise Guys
0092240,1986,The Wraith
0092263,1986,Ying hung boon sik
0092272,1986,Youngblood
0092298,1985,Zone Troopers
0092493,1988,Crocodile Dundee II
0092494,1987,*batteries not included
0092513,1987,s in Babysitting
0092546,1987,Amazon Women on the Moon
0092549,1987,Miami Connection
0092563,1987,Angel Heart
0092576,1987,Deliria
0092593,1987,Au revoir les enfants
0092603,1987,Babettes g‘stebud
0092605,1987,Baby Boom
0092610,1987,Bad Taste
0092615,1987,The Barbarians
0092618,1987,Barfly
0092627,1987,The Bedroom Window
0092632,1987,The Believers
0092644,1987,Beverly Hills Cop II
0092651,1987,Bicycleran
0092654,1986,The Big Easy
0092666,1987,Blind Date
0092669,1987,Blood Diner
0092675,1988,Bloodsport
0092695,1987,The Brave Little Toaster
0092699,1987,Broadcast News
0092710,1987,Burglar
0092718,1987,Cant Buy Me Love
0092745,1987,Chelovek s bulvara Kaputsinov
0092783,1988,Cop
0092796,1987,Creepshow 2
0092802,1987,Cross My Heart
0092812,1987,Cyclone
0092834,1987,Date with an Angel
0092843,1987,The Dead
0092857,1987,Death Wish 4 The Crackdown
0092879,1987,Desyat negrityat
0092890,1987,Dirty Dancing
0092906,1987,Dolls
0092925,1987,Dragnet
0092933,1987,Dudes
0092948,1987,Eddie Murphy Raw
0092965,1987,Empire of the Sun
0092972,1987,Epidemic
0092974,1987,Ernest Goes to Camp
0092991,1987,Evil Dead II
0092997,1987,Extreme Prejudice
0093004,1987,La famiglia
0093010,1987,Fatal Attr
0093011,1987,Fatal Beauty
0093036,1987,Flowers in the Attic
0093044,1987,The Fourth Protocol
0093051,1987,From the Hip
0093058,1987,Full Metal Jacket
0093072,1987,The Garbage Pail Kids Movie
0093075,1987,The Gate
0093091,1988,Ghoulies II
0093105,1987,Good Morning Vietnam
0093132,1987,Hachik monogatari
0093137,1987,Hamburger Hill
0093139,1987,Hamlet liikemaailmassa
0093144,1987,Hansel and Gretel
0093148,1987,Harry and the Hendersons
0093171,1988,Hell Comes to Frogtown
0093177,1987,Hellraiser
0093185,1987,The Hidden
0093191,1987,Der Himmel Ѓber Berlin
0093200,1987,Hollywood Shuffle
0093220,1987,House II The Second Story
0093223,1987,House of Games
0093227,1987,Howling III
0093228,1987,Huan le long hu bang
0093229,1985,Huang jia shi jie
0093260,1987,Innerspace
0093278,1987,Ishtar
0093300,1987,Jaws The Revenge
0093342,1987,Khane-ye doust kodjast?
0093378,1987,La Bamba
0093389,1987,The Last Emperor
0093407,1987,Less Than Zero
0093409,1987,Lethal Weapon
0093412,1987,La ley del deseo
0093418,1987,Like Father Like Son
0093427,1987,Var zslat - Queen Budapesten
0093428,1987,The Living Daylights
0093437,1987,The Lost Boys
0093477,1987,Making Mr. Right
0093493,1987,Mannequin
0093497,1987,Mariana Mariana
0093507,1987,Masters of the Universe
0093512,1987,Maurice
0093543,1987,Mio min Mio
0093560,1987,The Monster Squad
0093561,1987,Montecarlo Gran Casin•
0093565,1987,Moonstruck
0093578,1987,Mr India
0093605,1987,Near Dark
0093608,1987,Nekromantik
0093624,1988,Night of the Demons
0093629,1987,A Nightmare on Elm Street 3 Dream Warriors
0093640,1987,No Way Out
0093645,1987,Noi uomini duri
0093664,1987,Oci ciornie
0093690,1987,Outrageous Fortune
0093692,1987,Over the Top
0093693,1987,Overboard
0093744,1988,The New  s of Pippi Longstocking
0093748,1987,Planes Trains &amp; Automobiles
0093754,1984,Monanieba
0093756,1987,Police Academy 4 Citizens on Patrol
0093773,1987,Predator
0093776,1987,Prick Up Your Ears
0093777,1987,Prince of Darkness
0093779,1987,The Princess Bride
0093780,1987,The Principal
0093818,1987,Radio Days
0093820,1987,Rage of Honor
0093822,1987,Raising Arizona
0093832,1987,Reds Dream
0093833,1989,Redneck Zombies
0093855,1987,A Return to Salems Lot
0093870,1987,RoboCop
0093886,1987,Roxanne
0093894,1987,The Running Man
0093912,1987,Salvation Have You Said Your Prayers Today?
0093936,1987,The Secret of My Succe$s
0093940,1987,September
0093978,1987,Sien nui yau wan
0093996,1987,Slumber Party Massacre II
0094006,1987,Some Kind of Wonderful
0094008,1987,Someone to Watch Over Me
0094011,1987,Sous le soleil de Satan
0094012,1987,Spaceballs
0094021,1987,The Squeeze
0094025,1987,Stakeout
0094027,1988,Stand and Deliver
0094035,1987,The Stepfather
0094070,1987,Summer Camp Nightmare
0094072,1987,Summer School
0094074,1987,Superman IV The Quest for Peace
0094077,1987,Surf Nazis Must Die
0094108,1987,Un tassinaro a New York
0094118,1987,Teen Wolf Too
0094137,1987,3 Men and a Baby
0094138,1987,Three OClock High
0094142,1987,Throw Momma from the Train
0094155,1987,Tin Men
0094226,1987,The Untouchables
0094291,1987,Wall Street
0094293,1986,Wanted Dead or Alive
0094315,1987,The Whales of August
0094320,1987,White of the Eye
0094321,1987,Whos That Girl
0094332,1987,The Witches of Eastwick
0094336,1987,Withnail &amp; I
0094347,1987,The Year My Voice Broke
0094349,1987,Yeelen
0094357,1987,Ying hung boon sik II
0094361,1987,You Talkin to Me?
0094364,1987,Your Face
0094384,1989,Zombie vs. Ninja
0094588,1988,Gatorbait II Cajun Justice
0094593,1988,18 Again
0094597,1988,976-EVIL
0094602,1988,Above the Law
0094606,1988,The Accidental Tourist
0094608,1988,The Accused
0094612,1988,Jackson
0094625,1988,Akira
0094631,1988,Alien Nation
0094641,1989,Amanece que no es poco
0094663,1988,Another Woman
0094675,1988,Ariel
0094678,1988,Arthur 2 On the Rocks
0094715,1988,Beaches
0094716,1988,The Beast of
0094721,1988,Beetle Juice
0094737,1988,Big
0094739,1988,Big Business
0094744,1988,Big Top Pee-wee
0094746,1988,Biloxi Blues
0094750,1988,Black Eagle
0094761,1988,The Blob
0094793,1988,Brain Damage
0094799,1988,Bright Lights Big City
0094812,1988,Bull Durham
0094819,1988,Buster
0094828,1988,Camille Claudel
0094842,1988,Casa mia casa mia...
0094862,1988,Childs Play
0094884,1988,Clean and Sober
0094888,1987,Cobra Verde
0094889,1988,Cocktail
0094890,1988,Cocoon The Return
0094894,1988,Colors
0094898,1988,Coming to America
0094907,1988,Consuming Passions
0094919,1988,Critters 2
0094921,1988,Crossing Delancey
0094923,1988,Crusoe
0094924,1988,Evil Angels
0094947,1988,Dangerous Liaisons
0094961,1988,Dead Heat
0094963,1988,The Dead Pool
0094964,1988,Dead Ringers
0094980,1988,The Decline of  Civilization Part II The Metal Years
0094992,1988,Delitti e profumi
0094998,1988,Demonwarp
0095016,1988,Die Hard
0095031,1988,Dirty Rotten Scoundrels
0095037,1988,Distant Voices Still Lives
0095050,1988,Dominick and Eugene
0095088,1988,Elvira Mistress of the Dark
0095107,1988,Ernest Saves Christmas
0095159,1988,A Fish Called Wanda
0095169,1988,For Keeps?
0095174,1988,Frantic
0095179,1988,Friday the 13th Part VII The New Blood
0095187,1989,Fun Down There
0095243,1988,Gorillas in the Mist The Story of Dian Fossey
0095250,1988,Le grand bleu
0095253,1988,The Great Outdoors
0095270,1988,Hairspray
0095271,1988,Halloween 4 The Return of Michael Myers
0095294,1988,Hellbound Hellraiser II
0095296,1988,Hero and the Terror
0095299,1988,Hide and Go Shriek
0095300,1987,Hifazat
0095302,1988,High Hopes
0095327,1988,Hotaru no haka
0095348,1988,Im Gonna Git You Sucka
0095379,1989,Intruder
0095384,1988,It Takes Two
0095409,1988,Johnny Be Good
0095441,1987,Kholodnoe leto pyatdesyat tretego
0095444,1988,Killer Klowns from Outer Space
0095467,1988,Krўtki film o milosci
0095468,1988,Krўtki film o zabijaniu
0095484,1988,Lady in White
0095488,1988,The Lair of the White Worm
0095489,1988,The Land Before Time
0095497,1988,The Last Temptation of Christ
0095519,1988,License to Drive
0095560,1988,Mac and Me
0095574,1988,Malenkaya Vera
0095583,1988,Maniac Cop
0095593,1988,Married to the Mob
0095626,1988,Messenger of Death
0095631,1988,Midnight Run
0095647,1988,Mississippi Burning
0095649,1988,The Moderns
0095652,1988,Monkey Shines
0095675,1988,Mujeres al borde de un ataque de nervios
0095687,1988,My Stepmother Is an Alien
0095690,1988,Mystic Pizza
0095705,1988,The Naked Gun From the Files of Police Squad
0095715,1988,Neco z Alenky
0095719,1988,The Nest
0095730,1988,The Night Before
0095742,1988,A Nightmare on Elm Street 4 The Dream Master
0095758,1988,Nu zi jian yu
0095765,1988,Cinema Paradiso
0095776,1988,Oliver &amp; Company
0095800,1988,Lours
0095801,1987,Out of Rosenheim
0095809,1988,PS sista sommaren
0095827,1988,Pascalis Island
0095863,1988,Phantasm II
0095871,1988,Pin
0095882,1988,Police Academy 5 Assignment Miami Beach
0095889,1988,Poltergeist III
0095895,1988,Powaqqatsi
0095897,1988,The Presidio
0095900,1989,Prime Evil
0095904,1988,Prison
0095925,1988,Pumpkinhead
0095927,1988,Punchline
0095953,1988,Rain Man
0095956,1988,Rambo III
0095958,1987,Rampage
0095963,1988,Red Heat
0095971,1988,Rejuvenatrix
0095984,1987,Retribution
0095990,1988,Return of the Living Dead Part II
0095997,1989,Rituelen
0096018,1988,Running on Empty
0096054,1988,School Daze
0096061,1988,Scrooged
0096071,1988,The Serpent and the Rainbow
0096073,1988,The Seventh Sign
0096087,1988,Shakedown
0096098,1988,Shoot to Kill
0096101,1988,Circuit 2
0096118,1988,Sleepaway Camp II Unhappy Campers
0096119,1989,Sleepaway Camp III Teenage Wasteland
0096142,1988,Sorority Babes in the Slimeball Bowl-O-Rama
0096149,1988,Space Mutiny
0096163,1988,Spoorloos
0096171,1988,Stealing Home
0096211,1988,Taffin
0096219,1988,Talk Radio
0096244,1988,Tequila Sunrise
0096251,1989,Tetsuo
0096252,1988,Tezaab
0096256,1988,They Live
0096257,1988,The Thin Blue Line
0096283,1988,Tonari no Totoro
0096288,1988,Topio stin omichli
0096289,1988,Torch Song Trilogy
0096316,1988,Tucker The Man and His Dream
0096320,1988,Twins
0096332,1988,The Unbearable Lightness of Being
0096340,1988,The Unholy
0096344,1988,The Unnamable
0096378,1988,Vibes
0096426,1988,Waxwork
0096438,1988,Who Framed Roger Rabbit
0096446,1988,Willow
0096454,1988,Without a Clue
0096461,1988,Wong gok ka moon
0096463,1988,Working Girl
0096465,1988,World Gone Wild
0096487,1988,Young Guns
0096511,1988,Zombi 3
0096734,1989,The Burbs
0096744,1989,84C MoPic
0096754,1989,The Abyss
0096764,1988,The  s of Baron Munchausen
0096786,1990,Alienator
0096787,1989,All Dogs Go to Heaven
0096794,1989,Always
0096858,1989,Avariya - doch menta
0096870,1989,Going Overboard
0096871,1990,Baby Blood
0096874,1989,Back to the Future Part II
0096880,1989,Balance
0096885,1989,Ban wo chuang tian ya
0096895,1989,Batman
0096913,1989,Best of the Best
0096920,1989,Beyond the Door III
0096928,1989,Bill &amp; Teds Excellent
0096933,1989,Black Rain
0096945,1989,Blind Fury
0096969,1989,Born on the Fourth of July
0096994,1989,Bunker Palace Htel
0097001,1989,C.H.U.D. II - Bud the Chud
0097017,1988,The Carpenter
0097027,1989,Casualties of
0097044,1989,Chances Are
0097059,1989,The Chilling
0097076,1989,Cold Feet
0097095,1989,Coming Out
0097116,1989,Cousins
0097123,1989,Crimes and Misdemeanors
0097125,1988,Criminal Law
0097136,1989,Cutting Class
0097138,1989,Cyborg
0097162,1989,Dead Calm
0097165,1989,Dead Poets Society
0097202,1989,Dip huet seung hung
0097215,1989,Do pervoy krovi
0097216,1989,Do the Right Thing
0097223,1988,Dom za vesanje
0097235,1989,The Dream Team
0097239,1989,Driving Miss Daisy
0097240,1989,Drugstore Cowboy
0097257,1988,Earth Girls Are Easy
0097262,1989,Eddie and the Cruisers II Eddie Lives
0097292,1989,Es ist nicht leicht ein Gott zu sein
0097322,1989,The Fabulous Baker Boys
0097334,1989,Farewell to the King
0097336,1989,Fat Man and Little Boy
0097351,1989,Field of Dreams
0097366,1989,Fletch Lives
0097368,1989,The Fly II
0097372,1989,For All Mankind
0097382,1989,Helmut Newton Frames from the Edge
0097388,1989,Friday the 13th Part VIII Jason Takes Manhattan
0097390,1988,Fright Night Part 2
0097428,1989,Ghostbusters II
0097437,1989,Gitanjali
0097438,1989,Gleaming the Cube
0097441,1989,Glory
0097444,1989,Gojira vs. Biorante
0097457,1989,Great Balls of Fire
0097458,1989,Gross Anatomy
0097474,1989,Halloween 5
0097481,1989,Harlem Nights
0097493,1988,Heathers
0097498,1989,Hellgate
0097523,1989,Honey I Shrunk the Kids
0097527,1989,The   Show
0097531,1989,How to Get Ahead in Advertising
0097534,1989,Howling V The Rebirth
0097550,1990,I Bought a Vampire Motorcycle
0097576,1989,Indiana Jones and the Last Crusade
0097593,1989,The Iron Triangle
0097637,1989,K-9
0097647,1989,The Karate Kid Part III
0097659,1989,Kickboxer
0097670,1989,Kinjite Forbidden Subjects
0097714,1989,Last Exit to Brooklyn
0097722,1989,Lean on Me
0097728,1989,Leningrad Cowboys Go America
0097731,1989,Let It Ride
0097733,1989,Lethal Weapon 2
0097737,1989,Leviathan
0097742,1989,Licence to Kill
0097757,1989,The Little Mermaid
0097758,1989,Little Monsters
0097770,1989,Lock Up
0097778,1989,Look Whos Talking
0097780,1989,Loos
0097814,1989,Majo no takky–bin
0097815,1989,Major League
0097843,1989,Mashgh-e Shab
0097880,1989,The Mighty Quinn
0097889,1988,Miracle Mile
0097891,1990,Wilt
0097904,1989,Monsieur Hire
0097911,1989,Moontrap
0097929,1988,Non aver paura della zia Marta
0097937,1989,My Left Foot The Story of Christy Brown
0097940,1989,Train
0097958,1989,Christmas Vacation
0097965,1989,New York Stories
0097967,1989,Next of Kin
0097981,1989,A Nightmare on Elm Street The Dream Child
0097987,1989,No Holds Barred
0097994,1989,Nobodys Perfect
0098014,1989,Offerings
0098061,1988,Paperhouse
0098067,1989,Parenthood
0098068,1989,Parents
0098072,1989,Paura nel buio
0098084,1989,Pet Sematary
0098105,1989,Police Academy 6 City Under Siege
0098115,1989,Prancer
0098141,1989,The Punisher
0098157,1988,Les m‚m‚s cannibales
0098160,1989,The Rachel Papers
0098168,1989,Ram Lakhan
0098180,1988,Red Scorpion
0098206,1989,Road House
0098213,1989,Roger &amp; Me
0098219,1989,Romero
0098253,1989,Santa sangre
0098258,1989,Say Anything...
0098260,1989,Scandal
0098273,1989,Sea of Love
0098282,1989,See No Evil Hear No Evil
0098300,1989,Shag
0098309,1989,She-Devil
0098319,1989,Shirley Valentine
0098320,1989,Shocker
0098327,1989,Der siebente Kontinent
0098343,1989,Skin Deep
0098354,1989,Society
0098360,1989,Sono otoko kyb ni tsuki
0098382,1989,Star Trek V The Final Frontier
0098384,1989,Steel Magnolias
0098404,1989,Stuff Stephanie in the Incinerator
0098439,1989,Tango &amp; Cash
0098453,1989,Teen Witch
0098454,1989,Ten Little Indians
0098519,1989,Troop Beverly Hills
0098524,1989,True Believer
0098532,1990,Tulitikkutehtaan tytt”
0098536,1989,Turner &amp; Hooch
0098554,1989,Uncle Buck
0098575,1989,Valmont
0098577,1988,Vampires Kiss
0098621,1989,The  of the Roses
0098622,1989,Warlock
0098627,1989,Weekend at Bernies
0098635,1989,When Harry Met Sally...
0098645,1989,Whos Harry Crumb?
0098663,1989,The Wizard
0098692,1987,Yj– toshi
0098966,1990,3 Men and a Little Lady
0098976,1990,Aaj Ka Arjun
0098987,1990,The  s of Ford Fairlane
0098994,1990,After Dark My Sweet
0098999,1990,Agneepath
0099005,1990,Air America
0099012,1990,Alice
0099044,1990,Another 48 Hrs.
0099052,1990,Arachnophobia
0099055,1990,The Argon Quest
0099073,1990,Avalon
0099077,1990,Awakenings
0099088,1990,Back to the Future Part III
0099128,1990,Betsys Wedding
0099141,1990,Bird on a Wire
0099160,1989,Blue Steel
0099165,1990,The Bonfire of the Vanities
0099180,1989,Bride of Re-Animator
0099253,1990,Childs Play 2
0099274,1991,Ciudad de ciegos
0099277,1990,Class of 1999
0099292,1990,The Comfort of Strangers
0099310,1990,Coupe de Ville
0099329,1990,Cry-Baby
0099348,1990,Dances with Wolves
0099349,1990,Dancin Thru the Dark
0099365,1990,Darkman
0099371,1990,Days of Thunder
0099385,1990,Death Warrant
0099422,1990,Dick Tracy
0099423,1990,Die Hard 2
0099472,1990,DuckTales The Movie - Treasure of the Lost Lamp
0099487,1990,Edward Scissorhands
0099512,1990,Ernest Goes to Jail
0099523,1990,Evil Spirits
0099528,1990,The Exorcist III
0099558,1991,Fei ying gai wak
0099575,1990,Fire Birds
0099582,1990,Flatliners
0099611,1990,Frankenhooker
0099615,1990,The Freshman
0099636,1990,The Gate II Trespassers
0099653,1990,Ghost
0099654,1990,Ghost Dad
0099674,1990,The Godfather Part III
0099685,1990,Goodfellas
0099696,1990,Cavallette
0099700,1990,Gremlins 2 The New Batch
0099703,1990,The Grifters
0099726,1990,Hamlet
0099729,1990,Hamoun
0099731,1990,The Handmaids Tale
0099739,1990,Hard to Kill
0099740,1990,Hardware
0099747,1990,Havana
0099750,1990,Heart Condition
0099762,1990,Henry &amp; June
0099763,1986,Henry Portrait of a Serial Killer
0099768,1990,Hidden Agenda
0099785,1990,Home Alone
0099800,1990,House Party
0099810,1990,The Hunt for Red October
0099817,1990,Dark Angel
0099818,1990,I Hired a Contract Killer
0099819,1990,I Love You to Death
0099850,1990,Internal Affairs
0099857,1990,Iron &amp; Silk
0099871,1990,Jacobs Ladder
0099892,1990,Joe Versus the Volcano
0099938,1990,Kindergarten Cop
0099939,1990,King of New York
0099951,1990,The Krays
0099959,1990,Kurt Olsson - filmen om mitt liv som mej sjlv
0099994,1990,Leatherface Texas Chainsaw Massacre III
0100024,1990,Life Is Sweet
0100029,1990,Lionheart
0100031,1990,Lisa
0100046,1990,The Long Walk Home
0100050,1990,Look Whos Talking Too
0100054,1990,Lord of the Flies
0100095,1989,Maine Pyar Kiya
0100107,1990,Maniac Cop 2
0100112,1990,Le mari de la coiffeuse
0100114,1990,Marked for Death
0100133,1990,Memphis Belle
0100135,1990,Men at Work
0100140,1990,Mermaids
0100142,1990,Metropolitan
0100143,1990,Miami Blues
0100150,1990,Millers Crossing
0100157,1990,Misery
0100168,1990,Mo Better Blues
0100196,1990,Mountains of the Moon
0100198,1990,Moya moryachka
0100201,1990,Mr. Destiny
0100211,1989,Box
0100212,1990,My Blue Heaven
0100232,1990,Navy Seals
0100234,1990,Nema-ye Nazdik
0100240,1990,The Neverending Story II The Next Chapter
0100258,1990,Night of the Living Dead
0100260,1990,Nightbreed
0100263,1990,Nikita
0100318,1990,Pacific Heights
0100332,1990,Paris Is Burning
0100337,1991,Pasport
0100369,1991,The Pit and the Pendulum
0100395,1990,Postcards from the Edge
0100403,1990,Predator 2
0100404,1990,Presumed Innocent
0100405,1990,Pretty Woman
0100419,1990,Problem Child
0100436,1990,Pump Up the Volume
0100449,1990,Quick Change
0100475,1990,Repossessed
0100477,1990,The Rescuers Down Under
0100485,1990,Revenge
0100486,1990,Reversal of Fortune
0100502,1990,RoboCop 2
0100507,1990,Rocky V
0100508,1990,Rodrigo D No futuro
0100514,1990,The Rookie
0100589,1990,Shakma
0100602,1990,A Shock to the System
0100606,1990,A Show of Force
0100624,1990,Sink or Swim
0100625,1990,Sien nui yau wan II yan gaan do
0100665,1990,Soultaker
0100680,1989,Stanley &amp; Iris
0100681,1990,Stanno tutti bene
0100707,1990,Streets
0100740,1990,Tales from the Darkside The Movie
0100758,1990,Teenage Mutant Ninja Turtles
